Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;API_Google_Distance
299000.0;44.0;2;0;6;8;1974;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.2
624000.0;106.0;5;1;0;2;2021;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.5
550000.0;101.0;4;1;0;2;2021;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.5
459000.0;85.27;4;1;0;2;2021;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.5
320000.0;41.0;2;0;2;4;1965;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.6
749000.0;95.0;4;0;1;4;1930;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0.7
799000.0;70.79;3;0;3;3;2019;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.5
579000.0;65.0;3;0;0;2;2010;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;8.1
540000.0;110.54;5;0;2;3;1945;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1.7
359000.0;30.0;2;0;0;3;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7.9
500000.0;54.0;2;0;2;4;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
519000.0;63.4;3;0;3;4;1988;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.9
479000.0;75.0;3;0;1;4;1900;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0.0
299000.0;48.0;2;0;5;11;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;12.4
430000.0;46.9;2;0;4;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.4
530000.0;45.8;2;0;1;2;2003;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3.2
195000.0;45.0;3;0;4;4;1930;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0.0
430000.0;43.0;2;0;3;4;2020;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10.6
579000.0;72.63;4;0;0;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
470000.0;76.67;3;0;0;2;1930;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;3.2
399000.0;65.83;3;0;11;12;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;5.0
269000.0;36.6;1;0;7;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1.9
299000.0;73.6;4;0;0;2;1930;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;5.2
417000.0;81.5;3;0;2;3;1930;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0.7
479999.0;60.0;3;0;1;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.4
297000.0;33.8;2;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;12.4
379000.0;47.0;2;0;1;4;1976;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0.7
627183.0;77.43;3;1;0;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
547000.0;50.0;2;0;0;4;2014;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6.4
750000.0;94.41;3;0;2;3;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1.6
595085.0;70.01;4;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;6.8
429000.0;75.5;2;0;1;2;2000;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;6.4
595085.0;70.01;4;1;1;1;2021;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;6.8
359000.0;63.56;4;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;27.0
329000.0;70.49;3;0;3;3;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;5.2
699000.0;150.0;5;0;1;4;1932;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;2.0
470000.0;54.65;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;4.3
840000.0;121.07;4;0;1;2;2001;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;6.4
590000.0;54.7;3;0;2;2;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.9
518000.0;60.0;3;0;0;4;1982;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.6
689000.0;73.86;3;0;0;3;2004;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3.9
389000.0;49.0;2;0;3;12;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10.7
335000.0;45.0;1;0;5;5;1998;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4.8
455000.0;68.3;3;0;3;8;1977;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
299000.0;37.6;2;0;3;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12.4
239000.0;35.0;2;1;3;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;27.0
520000.0;77.0;3;0;0;2;1938;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;4.6
550000.0;104.0;4;0;1;4;1935;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0.0
279000.0;52.0;2;0;2;3;1940;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;8.8
650500.0;72.4;3;0;0;2;2010;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.9
725000.0;74.14;3;0;0;2;2012;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;11.4
649000.0;93.34;3;0;1;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
420000.0;45.0;2;0;1;4;2010;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.5
620000.0;70.38;3;0;1;2;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7.9
447300.0;63.0;3;1;1;3;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;18.6
275000.0;27.2;2;0;4;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
570416.0;74.08;4;1;2;2;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
421000.0;48.51;2;0;0;4;2001;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;6.4
575000.0;83.34;4;0;0;10;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;10.7
359000.0;63.0;2;0;2;3;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3.4
439000.0;49.5;3;0;0;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.5
377000.0;54.0;2;0;6;7;1990;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;10.7
359000.0;86.81;2;0;4;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0.7
474000.0;79.75;3;0;3;3;1936;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.7
355900.0;57.78;3;1;1;3;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;27.0
549000.0;47.9;2;0;0;2;2010;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;7.1
336999.0;33.13;1;0;6;7;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.0
349000.0;36.57;2;0;3;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.8
475000.0;73.98;3;0;4;4;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4.9
535512.23;59.88;3;1;3;3;2020;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.9
398000.0;42.5;1;0;3;4;1998;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.8
290000.0;42.62;2;0;4;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1.7
520000.0;76.6;3;0;11;12;1982;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.0
820000.0;70.79;3;0;3;3;2018;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.9
630000.0;58.75;2;0;1;3;2003;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.9
359000.0;37.65;2;0;6;10;1989;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
312000.0;38.11;2;0;8;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3.8
329000.0;38.5;2;0;2;11;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4.2
749000.0;125.6;5;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;12.6
545865.0;72.3;3;1;1;1;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.6
490000.0;66.5;2;0;1;3;1998;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3.2
279000.0;37.2;1;0;5;12;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;17.0
610000.0;122.0;4;0;3;4;1930;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0.0
470450.0;55.37;2;1;3;3;2019;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.0
195520.0;15.04;1;1;0;4;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.3
499000.0;82.0;3;0;2;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0.0
633165.0;74.49;4;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;6.8
308000.0;38.11;2;0;8;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.3
379000.0;47.15;2;0;2;10;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.4
480000.0;60.0;3;0;1;4;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.5
455000.0;68.3;3;0;3;8;77;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
410750.0;53.0;3;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;12.4
467000.0;59.81;3;0;0;1;1930;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;11.4
445500.0;49.5;2;1;0;4;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;6.4
599000.0;84.9;5;0;2;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;12.1
580000.0;61.0;3;0;3;4;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.9
320000.0;48.5;2;0;11;12;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5.7
395000.0;63.33;4;0;3;4;1977;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;18.6
590000.0;56.0;3;0;0;3;1950;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3.2
320000.0;47.64;2;0;1;3;1930;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0.7
385000.0;53.45;3;0;4;5;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;4.2
529000.0;58.89;3;0;1;4;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.8
489000.0;65.0;2;0;0;4;1902;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
439000.0;61.0;2;0;0;4;1950;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.5
514000.0;85.75;3;0;0;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1.7
320000.0;48.5;3;0;11;12;1960;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3.2
369000.0;47.0;2;0;7;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.6
545865.0;72.3;3;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.6
629000.0;75.0;4;0;2;2;2005;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.9
499000.0;71.5;5;0;3;4;1940;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1.7
509000.0;50.5;2;0;1;7;2013;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.8
631000.0;71.9;3;0;2;2;2008;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.9
550000.0;56.5;2;0;4;4;2010;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
633165.0;74.49;4;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;6.8
195000.0;45.0;3;0;4;4;1930;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0.0
469000.0;72.0;3;0;0;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6.4
532000.0;56.0;2;0;3;3;1950;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
565000.0;62.62;3;0;1;4;1935;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1.7
495000.0;59.2;3;0;1;4;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.6
760000.0;137.11;4;0;1;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
299000.0;40.0;2;0;11;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;7.1
289000.0;84.86;3;0;0;1;1950;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;30.8
495000.0;47.9;2;0;1;2;2010;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;7.1
195000.0;45.0;3;0;4;4;1930;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0.0
360000.0;38.14;1;0;2;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;6.4
584968.23;82.17;4;1;3;3;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
373000.0;37.37;2;0;1;2;2012;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.9
499000.0;71.5;5;0;1;4;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
305000.0;47.19;2;0;1;3;1930;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2.5
799000.0;117.35;8;0;1;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
468000.0;49.25;3;0;2;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0.0
875000.0;108.0;4;0;2;2;2016;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6.4
855600.0;93.0;4;0;2;3;2007;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7.8
555600.0;46.3;2;0;0;4;2009;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6.4
389000.0;49.0;3;0;0;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;11.4
850000.0;87.87;4;0;3;3;2014;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.9
582873.0;60.09;3;1;1;4;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.9
495000.0;60.0;3;0;1;4;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.5
536000.0;66.5;3;0;4;5;1994;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.5
335000.0;54.13;2;0;3;4;1995;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;4.9
285000.0;51.0;2;0;1;2;1920;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;9.3
345000.0;56.0;2;0;3;4;1945;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3.5
580000.0;76.82;6;0;3;3;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1.2
555000.0;92.3;4;0;2;2;2002;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;6.8
680000.0;68.32;3;0;0;4;2007;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.8
345000.0;38.5;2;0;4;4;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10.9
320000.0;36.19;1;0;3;3;2001;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;13.6
320000.0;43.0;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0.5
579000.0;71.5;4;0;2;4;2005;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;11.4
390000.0;51.93;3;0;2;3;2010;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;18.6
170000.0;36.45;2;0;0;1;1966;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;25.5
359000.0;63.47;3;0;2;4;1992;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;27.0
515000.0;85.75;3;0;0;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
797900.0;134.0;4;0;0;4;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
720000.0;116.0;4;0;1;2;1937;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;11.7
399000.0;25.74;1;0;2;5;2020;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
294900.0;45.56;3;1;3;3;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;26.7
634000.0;71.9;4;0;2;2;2008;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.9
304000.0;33.86;1;0;3;10;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.0
459000.0;63.6;4;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10.7
399999.0;61.9;3;1;0;3;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;18.6
689800.0;104.0;4;0;1;3;1926;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
456000.0;37.94;1;0;1;2;2008;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;11.4
395000.0;52.74;3;0;4;4;1983;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;17.4
360000.0;36.0;3;0;3;3;2001;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;8.7
587238.0;60.54;3;1;1;3;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
509000.0;56.4;3;0;10;12;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;11.2
360000.0;37.0;2;0;3;10;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.4
569000.0;115.0;3;0;3;3;1938;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
330000.0;31.0;1;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;9.1
739000.0;73.61;3;0;2;2;2017;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;9.3
418000.0;35.2;1;0;3;3;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.2
562275.0;66.15;3;1;1;1;2021;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;6.8
604373.0;78.49;4;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
509328.0;62.88;3;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
545000.0;63.1;3;0;2;3;2007;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.0
587000.0;68.0;3;0;3;3;1938;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3.2
749990.0;50.0;2;0;3;3;2018;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1.6
389000.0;46.14;2;0;3;4;1971;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0.4
320000.0;36.16;1;0;3;3;2009;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;11.4
373000.0;36.43;1;0;1;4;1998;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3.4
415000.0;44.7;2;0;1;4;2010;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.6
259000.0;30.8;1;0;7;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;9.1
430000.0;66.07;3;0;2;3;1938;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
285000.0;30.8;1;0;3;11;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;9.1
309000.0;35.5;1;0;0;2;2002;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.0
539000.0;68.24;3;0;3;4;1997;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;8.7
544000.0;60.4;2;0;3;5;1945;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1.1
249000.0;30.94;1;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3.8
825000.0;138.46;5;0;3;3;2001;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;2.3
699500.0;69.95;3;0;2;7;2017;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
550000.0;104.25;4;0;1;3;1935;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0.0
458000.0;59.94;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
327000.0;42.02;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
480000.0;63.08;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
458000.0;59.94;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
327000.0;42.02;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
528000.0;59.94;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
357000.0;42.02;2;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
501000.0;57.39;3;1;0;3;2022;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;8.2
620000.0;86.8;3;0;3;4;2005;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5.6
269000.0;31.0;1;0;3;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10.7
488000.0;70.2;3;0;2;2;2017;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;8.0
545000.0;63.1;3;0;2;3;2007;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;8.0
355000.0;60.08;3;0;3;8;1960;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;18.6
650000.0;79.69;3;0;4;4;1935;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1.7
359000.0;63.73;3;0;0;4;1900;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.7
449000.0;69.0;3;0;1;5;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;18.6
343000.0;49.25;2;0;2;3;1940;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0.0
575244.0;66.12;3;1;0;3;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
299000.0;44.24;2;0;1;4;1930;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;3.4
295000.0;33.8;2;0;0;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.8
449000.0;54.0;3;0;4;4;1978;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5.0
309000.0;38.11;2;0;8;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3.8
629000.0;59.63;3;0;4;7;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
519000.0;62.9;3;0;2;4;1985;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;9.1
419000.0;49.4;3;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;11.6
370000.0;65.58;3;0;0;1;1935;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;16.7
590226.0;62.79;3;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
584064.0;60.84;3;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
528105.0;55.59;3;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
520380.0;57.82;3;1;1;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
468192.0;48.77;3;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
492492.0;54.12;3;1;1;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
487080.0;59.4;3;1;1;2;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.9
514170.0;59.1;3;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
699500.0;69.95;3;0;2;7;2017;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.9
475000.0;50.1;2;0;0;4;2004;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.9
569000.0;115.0;3;0;3;3;1938;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
438000.0;63.0;2;0;2;3;1938;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0.0
391500.0;39.15;2;1;0;5;2023;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;5.2
290000.0;31.06;1;1;2;4;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;6.4
250000.0;40.01;2;0;2;4;1920;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0.5
680000.0;68.32;4;0;0;4;2007;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4
490000.0;63.6;4;0;2;4;1979;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.2
