Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
349900.0;37.0;2;0;3;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.4
919000.0;70.1;3;0;9;16;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.5
425000.0;42.2;2;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.9
495000.0;45.0;2;0;4;4;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;14.9
639000.0;42.33;2;0;1;2;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;12.1
669000.0;64.0;2;0;0;4;1930;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;18.1
519000.0;52.67;2;0;1;2;1954;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;16.5
340000.0;30.0;1;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;14.6
1295000.0;108.0;5;0;3;3;1900;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;18.3
539000.0;25.0;3;0;1;1;1900;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.1
570000.0;78.12;4;0;2;3;1945;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;18.5
479900.0;52.1;3;0;4;4;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;18.1
460000.0;52.88;3;0;1;4;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;38.2
619000.0;49.02;3;0;1;2;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;32.4
549000.0;73.0;4;0;2;3;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.2
589000.0;57.3;3;0;2;2;2016;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.6
840000.0;81.91;4;0;1;4;2013;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;10.4
585000.0;58.6;3;0;0;7;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.5
1030000.0;76.8;3;0;2;5;1952;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1.5
665000.0;64.0;3;0;3;4;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;25.8
715000.0;56.0;3;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.5
490000.0;46.0;3;0;3;10;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0.8
329000.0;45.5;3;0;6;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.7
309000.0;32.8;2;0;0;2;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.4
585000.0;60.6;4;0;1;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;16.5
299000.0;46.0;3;0;1;3;2007;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;21.0
990000.0;71.87;3;0;4;6;2013;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
845000.0;64.6;3;0;2;4;1933;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.7
575370.0;63.93;3;0;0;5;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;6.1
620000.0;59.0;2;0;1;4;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.9
715000.0;72.7;4;0;2;6;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;16.3
640000.0;73.72;3;1;0;2;2021;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5.3
396000.0;41.58;2;0;0;2;2009;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.6
480000.0;60.01;3;0;1;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;8.7
350000.0;45.0;2;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.7
1034700.0;34.49;1;0;3;3;2006;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;9.4
299000.0;26.0;1;0;0;4;1973;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;22.1
440000.0;51.9;2;0;3;3;1960;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;21.1
1319000.0;71.0;4;0;4;4;2018;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.8
885500.0;38.5;2;0;3;4;2000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.9
999000.0;47.0;2;0;11;17;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;16.9
449000.0;42.0;2;0;0;10;1972;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;38.2
495000.0;46.0;2;0;5;10;1971;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;13.9
399900.0;49.63;2;0;3;5;1936;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2.5
800000.0;70.0;3;0;1;2;1940;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2.5
665000.0;113.17;3;0;1;2;2018;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;16.4
579000.0;48.4;2;0;4;4;2013;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.5
560000.0;60.6;3;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;24.1
680000.0;75.3;3;0;1;3;2014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.2
715000.0;56.0;3;0;2;4;1976;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.5
1750000.0;96.25;4;0;1;3;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.7
630000.0;48.2;3;0;2;6;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;15.6
699000.0;54.2;2;0;7;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.6
1120000.0;75.8;3;0;2;2;2017;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;4.5
614000.0;55.93;3;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.7
649000.0;59.19;3;0;5;5;1950;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.9
380000.0;45.0;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.1
1100000.0;75.0;3;0;4;11;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.1
1045000.0;74.67;3;0;2;8;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.7
880000.0;63.7;3;0;3;5;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.3
1195000.0;51.0;2;0;1;3;2009;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.9
399000.0;50.5;2;0;1;3;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.1
770000.0;69.0;3;0;3;3;2021;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;8.8
390000.0;34.8;2;0;3;3;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.5
789000.0;73.0;3;0;2;3;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;21.1
380000.0;51.07;3;1;0;1;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;14.0
369000.0;50.0;3;1;2;2;2021;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;20.2
1550000.0;62.4;2;0;1;3;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.0
699999.0;74.5;3;0;2;3;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.4
239000.0;17.0;1;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;25.1
585800.0;60.58;3;1;3;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6.8
549000.0;116.0;4;1;1;2;2021;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;15.6
790000.0;48.2;2;0;3;3;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.2
949000.0;87.0;4;0;4;4;2020;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7.1
990000.0;117.0;5;0;3;3;2010;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;18.8
517111.0;47.66;2;1;4;17;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.7
604305.0;61.98;3;1;3;17;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.7
779000.0;43.9;2;0;11;15;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;16.2
1099000.0;73.98;3;0;0;4;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;9.5
699000.0;76.7;4;0;4;4;1958;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;17.6
775000.0;97.83;4;0;1;1;2015;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;9.8
599000.0;50.3;2;0;3;3;2016;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;6.7
499900.0;46.23;2;0;0;4;2013;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.6
1040000.0;59.7;3;0;3;7;2001;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.1
639000.0;63.0;3;0;2;4;1963;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;17.3
469000.0;61.3;3;0;2;5;2008;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15.8
429000.0;34.06;2;0;0;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;49.8
1520000.0;98.5;5;0;3;3;1930;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.9
590000.0;193.85;4;0;2;3;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;20.4
1750000.0;111.3;3;0;1;3;1900;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;9.4
379000.0;56.62;2;0;2;2;2008;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.6
699000.0;54.0;3;0;7;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1.7
580000.0;56.89;3;0;1;2;1950;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;21.4
350000.0;45.3;2;0;4;4;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;8.5
415000.0;47.0;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;8.7
360000.0;44.5;2;0;0;2;2008;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12.2
490000.0;53.6;3;0;7;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;17.5
520000.0;49.1;2;0;10;10;1981;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;32.2
560000.0;84.3;3;0;0;1;2008;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;20.4
899000.0;86.24;3;0;3;3;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
1240812.0;79.8;3;1;2;5;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1.6
469000.0;48.2;2;0;8;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;16.7
715000.0;57.0;3;0;2;4;1976;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.5
420000.0;39.1;1;0;1;4;1996;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3.3
480000.0;62.9;3;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.8
929000.0;46.0;2;0;7;17;2016;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.9
990000.0;69.8;3;0;4;6;2013;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.5
545000.0;50.5;2;0;2;2;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;17.6
385000.0;56.0;2;0;2;4;1992;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.1
1950000.0;62.1;2;0;4;4;2002;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.0
1890000.0;122.0;4;0;2;2;2011;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;21.9
1850000.0;77.0;2;0;5;5;2010;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.2
405000.0;39.6;2;0;2;4;1950;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.1
1345000.0;40.58;2;0;11;17;2020;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.6
1320000.0;71.0;4;0;4;4;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.8
1299000.0;104.0;4;0;2;3;1920;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;9.5
790000.0;44.15;2;0;1;3;1916;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;34.5
745000.0;64.26;4;1;3;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;4.0
485000.0;67.0;4;0;3;3;1981;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;8.4
400000.0;40.8;2;0;2;2;1959;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.3
370000.0;32.69;1;1;2;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;4.0
1700000.0;110.19;4;0;2;2;1936;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;5.1
1650000.0;92.2;4;0;2;2;2014;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.3
1275000.0;42.5;2;0;0;3;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.8
1217000.0;94.34;3;0;4;5;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0.0
1049000.0;70.04;4;0;1;3;1960;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;21.1
1049000.0;70.04;4;0;1;3;1960;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;22.1
899000.0;79.8;4;0;1;2;1928;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.5
860000.0;90.0;4;0;3;4;1936;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.9
595000.0;30.03;1;0;0;3;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.8
549000.0;60.01;3;0;2;4;1986;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.8
467930.0;79.31;4;1;1;5;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;31.1
533292.0;70.17;3;1;3;5;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;31.1
532288.0;83.17;4;1;3;5;2020;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;31.1
359000.0;61.3;2;0;0;3;1953;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;12.5
670000.0;69.0;3;0;0;2;2017;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;13.5
1100000.0;75.0;3;0;4;11;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.2
690000.0;110.0;4;0;2;3;1960;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;12.5
430000.0;63.5;3;0;3;4;1992;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;16.0
656214.0;36.66;2;1;0;2;2023;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2.2
1270000.0;84.33;4;1;5;7;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.1
1130000.0;76.77;4;1;3;7;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.1
1014832.0;55.76;3;1;0;2;2023;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;2.2
619000.0;73.9;4;0;0;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.9
512520.0;51.47;3;1;0;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;12.5
415000.0;42.12;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.5
285000.0;46.5;2;0;1;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;22.8
679000.0;63.15;2;0;2;2;2006;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.0
749000.0;72.94;3;0;2;2;1950;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.1
749000.0;72.94;3;0;2;2;1950;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.1
740000.0;64.02;3;0;2;2;1950;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;17.7
1295000.0;106.94;5;0;3;3;1900;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;17.6
1940000.0;81.88;3;0;1;2;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.2
1949000.0;112.0;4;0;3;5;2017;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.8
549000.0;50.0;2;0;0;2;2012;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.2
489000.0;52.71;3;0;4;4;2016;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;9.4
365000.0;42.0;2;0;4;4;1963;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;25.1
606300.0;47.0;3;0;0;10;1973;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.3
338000.0;37.2;2;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;6.6
1200000.0;65.0;3;0;0;5;2019;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.6
339000.0;31.0;1;0;4;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15.8
449000.0;37.0;2;0;3;10;1972;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;14.0
569000.0;47.71;3;1;1;2;2022;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;4.5
784000.0;58.0;3;0;2;4;1957;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.9
699000.0;63.8;3;0;1;3;2014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
698000.0;38.1;2;0;4;4;1930;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.0
438000.0;45.0;2;0;0;2;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;9.0
599000.0;65.4;3;0;0;2;1910;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;14.5
559000.0;49.7;2;0;4;4;2014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.5
515000.0;49.0;3;0;2;2;1976;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
428000.0;59.5;3;0;1;4;2006;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.4
410000.0;59.61;3;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.2
800000.0;72.74;3;0;2;6;2009;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.3
733000.0;74.81;3;0;2;3;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
559000.0;48.4;2;0;4;4;2013;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.5
390000.0;27.0;1;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;15.4
709000.0;36.0;2;1;1;5;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;37.3
676000.0;56.37;3;0;1;5;2016;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
990000.0;68.99;3;0;4;6;2013;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
1175658.0;83.38;4;1;0;2;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.7
1599000.0;81.6;3;0;0;3;2007;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.7
559900.0;56.3;3;0;2;8;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;15.8
365000.0;30.0;1;0;5;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;15.0
419000.0;27.0;1;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;18.5
1849000.0;58.0;2;0;2;3;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;13.6
720000.0;79.63;4;0;2;3;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;9.1
759000.0;93.57;3;0;1;2;1924;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.0
499000.0;46.0;3;0;3;10;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0.8
930000.0;70.0;3;0;1;1;1996;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;18.0
998000.0;51.5;3;0;1;7;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.5
790000.0;43.0;2;0;2;3;2019;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;31.1
449000.0;54.7;3;0;9;11;1984;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.2
719000.0;54.0;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;13.7
1350000.0;47.0;2;0;7;29;2008;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.0
1160000.0;70.9;3;0;0;2;2000;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;8.3
439000.0;82.33;3;1;1;1;2021;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
460000.0;76.22;4;1;1;2;2021;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;13.7
444000.0;63.95;3;1;1;1;2021;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;9.2
379000.0;48.22;2;1;0;1;2023;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;9.2
529000.0;78.63;3;1;0;1;2021;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;9.2
1790000.0;127.6;5;1;0;1;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;14.0
829000.0;60.91;2;1;1;1;2022;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;14.0
865000.0;72.6;2;1;1;2;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;14.0
699870.0;32.1;2;1;2;2;2018;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;14.3
571950.0;37.9;2;1;0;2;2018;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;14.3
527670.0;34.02;2;1;1;2;2018;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;14.3
1379000.0;85.8;4;0;2;3;2001;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.0
1100000.0;72.0;3;0;0;11;2014;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;16.2
1270000.0;76.0;3;0;0;3;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;21.3
784000.0;56.0;3;0;3;3;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;7.1
600000.0;29.82;1;0;0;5;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;22.1
525000.0;25.05;1;0;5;5;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;22.1
569000.0;43.0;2;0;6;8;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;29.0
370000.0;37.2;1;0;2;4;1992;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;12.3
499000.0;37.7;2;0;2;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;9.0
1460000.0;72.05;3;0;11;17;2019;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.9
395000.0;29.6;1;0;1;2;1954;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;17.6
429000.0;65.29;3;1;4;6;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;16.0
429000.0;65.29;3;0;4;6;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;16.0
