Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
450000.0;51.2;3;0;4;4;1967;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;17.3
690000.0;47.0;3;0;8;10;1975;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2.3
1699000.0;110.19;4;0;0;2;1930;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;5.0
1530000.0;86.0;4;0;0;4;2018;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.4
480000.0;48.4;2;0;4;5;1955;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;9.0
995000.0;61.75;3;0;0;4;2017;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.0
970000.0;98.0;6;0;3;4;1938;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;10.1
1898000.0;89.76;3;0;4;4;2017;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.6
495000.0;47.0;2;0;0;10;1980;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1.8
515000.0;65.3;3;0;0;4;1990;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.8
499000.0;70.0;3;0;3;3;2001;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;26.3
790000.0;64.0;4;0;1;11;1974;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.1
448000.0;27.0;1;0;3;5;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;12.7
315000.0;28.0;2;0;0;2;1950;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;12.1
550000.0;47.0;3;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2.0
1279000.0;75.06;4;0;4;5;1995;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;9.0
987000.0;83.0;3;0;4;4;1950;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;9.0
630000.0;67.73;4;0;2;3;1935;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;9.2
949000.0;147.5;6;0;4;5;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.7
899000.0;78.4;4;0;1;2;1928;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;10.1
579000.0;33.77;2;0;1;6;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.9
579000.0;33.77;2;0;1;6;2020;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.1
599000.0;47.3;2;0;0;2;1930;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;4.1
729000.0;66.34;3;0;0;3;2002;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;14.9
980000.0;104.0;4;0;3;3;2012;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;14.2
329000.0;26.0;1;0;2;4;1980;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;9.2
545000.0;53.2;3;0;8;10;1970;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;4.2
438000.0;43.6;2;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;6.6
652000.0;62.0;3;0;9;10;1980;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.1
539000.0;45.0;3;0;1;1;1900;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;9.7
530000.0;64.22;3;0;0;1;2021;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;11.5
599000.0;53.0;2;0;1;10;1970;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;6.1
699000.0;56.0;3;1;9;10;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.0
429000.0;38.0;2;0;3;4;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.6
599999.0;53.0;3;0;3;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.6
579000.0;54.0;3;0;3;4;1975;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6.5
399000.0;22.79;1;0;3;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.7
499000.0;50.0;3;0;1;8;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.0
895000.0;70.1;3;0;9;17;2009;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.2
539000.0;43.66;2;0;3;16;2021;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;12.3
320000.0;37.7;2;0;1;2;1940;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;12.9
990000.0;90.0;5;0;2;4;1975;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.2
499000.0;37.7;2;0;2;10;1970;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.6
441000.0;34.2;2;0;5;7;1973;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.2
599000.0;41.0;2;0;11;18;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.6
339000.0;31.9;1;0;3;4;2008;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;13.3
615000.0;39.7;2;0;1;5;2021;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;13.2
422000.0;35.17;2;0;0;3;2017;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;11.6
590000.0;60.0;3;0;0;3;1950;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;9.4
989000.0;148.5;3;0;0;2;2000;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;9.2
999000.0;72.08;4;0;4;4;2019;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.2
713000.0;45.0;2;0;3;3;1970;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.8
455000.0;39.4;2;0;0;2;1905;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;9.2
2037600.0;67.92;3;0;3;3;2006;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0.1
780000.0;76.88;4;0;1;4;2013;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.5
600000.0;50.44;2;0;2;3;1900;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;9.8
869000.0;154.1;5;0;3;4;1995;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.2
