Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
815000.0;95.7;4;0;3;3.0;2001.0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;6.6
499000.0;65.0;4;0;3;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;50.0
589999.0;44.75;2;0;2;4.0;2018.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.4
950000.0;119.0;4;0;2;3.0;2008.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.6
699000.0;62.25;3;0;0;2.0;2012.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.6
629000.0;72.82;4;0;4;8.0;2006.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.0
429900.0;42.01;2;0;10;11.0;1974.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.7
415000.0;38.0;2;0;1;3.0;2017.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
889990.0;81.4;3;0;3;3.0;2016.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
949990.0;119.0;4;0;2;3.0;2007.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
749990.0;62.0;3;0;1;6.0;2012.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
450000.0;57.76;3;0;1;2.0;2014.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;13.3
550000.0;72.52;5;0;2;5.0;1920.0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;3.0
495000.0;53.0;2;0;1;5.0;2011.0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.3
564000.0;45.7;3;0;1;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0.4
895000.0;86.0;3;0;1;1.0;1939.0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;50.0
738999.0;90.12;5;1;0;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.4
535507.0;47.39;2;1;4;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
539580.0;64.86;4;1;4;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.4
733000.0;82.0;3;1;3;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.0
930000.0;102.0;4;1;3;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.0
481900.0;47.0;2;1;2;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
649900.0;77.3;4;1;0;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.4
949000.0;102.0;1;1;5;5.0;2020.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.9
499000.0;60.0;3;1;1;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
651000.0;62.0;3;1;4;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
531000.0;53.1;2;1;0;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
705000.0;71.5;3;1;1;6.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;15.3
999900.0;111.0;3;1;1;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.0
499990.0;68.2;4;0;0;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;50.0
630980.0;77.22;4;1;0;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.4
630980.0;77.22;4;1;0;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.4
599900.0;49.0;3;0;0;3.0;2018.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
566000.0;67.4;3;0;2;3.0;2000.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
431570.0;51.69;3;1;0;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;9.2
299000.0;35.02;1;1;1;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;9.2
629999.0;78.8;3;0;3;3.0;2011.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.7
1149000.0;50.61;2;1;3;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2.8
569780.0;69.63;4;1;4;4.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;11.7
412900.0;40.42;2;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.2
435001.0;48.01;3;0;1;8.0;1970.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.8
469000.0;62.4;3;0;3;4.0;1983.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;10.4
449000.0;49.6;3;0;4;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
499902.0;59.16;3;1;1;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;9.2
629000.0;60.0;3;0;3;4.0;1975.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;50.0
420453.0;61.38;3;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;11.0
599000.0;56.0;2;0;3;6.0;2010.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
560000.0;46.96;2;0;5;7.0;2017.0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
552900.0;55.48;3;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.2
521900.0;47.05;2;1;2;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.2
589500.0;62.8;3;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.2
309700.0;67.72;3;1;2;2.0;2023.0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;14.6
891870.0;65.1;4;1;3;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.4
622480.0;50.2;3;1;2;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.4
510000.0;38.2;2;1;2;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.4
420000.0;29.1;1;1;2;7.0;2023.0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.4
397000.0;25.69;1;0;3;6.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.2
589500.0;62.8;3;1;1;2.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;7.2
760000.0;76.8;4;0;3;3.0;2010.0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
399500.0;43.6;2;1;0;1.0;2021.0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;12.1
