Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
320000.0;30.64;2;0;3;4;1920;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.4
536000.0;53.0;3;1;3;4;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.8
610000.0;49.7;2;0;9;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;9.0
435000.0;32.0;2;0;3;4;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;15.1
1169715.0;80.67;4;0;1;6;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.2
779000.0;51.5;3;0;0;4;1958;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.2
699000.0;63.0;3;0;7;10;1984;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10.7
1165000.0;68.8;3;0;0;2;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7.0
580000.0;53.9;2;0;0;3;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;16.0
663000.0;50.9;2;0;2;5;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.9
999000.0;79.0;3;0;0;4;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.5
1150000.0;152.0;4;0;0;2;1995;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;16.0
499000.0;37.5;1;0;2;2;1938;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.9
562400.0;74.0;3;1;0;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.6
557778.0;71.51;3;1;0;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19.6
496500.0;66.2;3;1;1;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19.6
1500000.0;115.0;5;0;2;8;1995;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.8
1250000.0;165.0;4;0;0;1;2021;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;21.3
897200.0;67.46;3;0;1;5;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.1
687999.0;43.0;2;0;0;3;1935;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.4
625940.0;44.71;2;1;8;12;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
499000.0;60.59;3;1;3;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;17.0
790000.0;46.53;2;0;5;8;2013;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.8
544344.0;73.56;3;1;1;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19.6
537225.0;71.63;3;1;1;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.6
906300.0;57.0;3;0;4;18;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.2
520000.0;30.8;2;0;5;12;2019;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
672000.0;48.0;2;0;5;5;2021;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0.4
611000.0;47.0;3;0;9;10;1969;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.4
460000.0;47.79;2;0;1;4;2002;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;17.3
492176.0;64.76;3;1;2;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.6
541120.0;71.2;3;1;2;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.6
865000.0;77.6;3;0;0;4;2015;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;18.1
579000.0;64.0;3;0;1;2;2005;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;17.1
650000.0;60.0;3;0;3;3;2017;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;20.2
580000.0;80.0;3;0;2;2;2007;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.3
1150000.0;122.9;4;0;2;4;2002;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;11.6
541000.0;49.5;2;0;2;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.7
559713.0;72.69;3;1;3;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;19.6
512900.0;55.75;3;1;0;3;2024;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;19.8
360000.0;44.0;3;0;4;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;18.1
715000.0;80.26;4;0;0;2;2012;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;18.7
384000.0;50.0;2;0;0;3;2005;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;38.6
374000.0;33.09;2;0;9;12;1962;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;6.7
750000.0;69.0;3;0;6;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;12.1
960000.0;69.0;3;0;9;10;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;8.0
1050000.0;102.42;4;0;1;3;2015;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;11.3
870000.0;62.2;3;0;2;7;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.7
835000.0;67.0;3;0;8;8;2008;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;11.5
315000.0;20.0;1;0;3;10;1974;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7.5
870000.0;88.0;4;0;7;9;1990;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4.0
1500000.0;103.0;4;0;3;3;2001;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.6
430000.0;32.0;2;0;6;12;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;18.1
585000.0;48.4;2;0;4;5;2000;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.8
976000.0;63.32;3;1;1;8;2023;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
1270000.0;63.38;3;1;7;8;2023;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
514064.0;67.64;3;1;3;3;2021;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;19.6
580000.0;47.5;3;0;4;4;1962;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;4.6
1600000.0;93.07;4;0;1;2;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.0
1170000.0;73.54;3;0;4;6;2012;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;15.5
515000.0;60.59;3;1;3;3;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;16.4
335000.0;23.79;1;1;1;6;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.5
899000.0;63.26;3;0;4;4;1956;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.8
625000.0;37.07;2;0;0;10;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.4
945000.0;64.0;3;0;2;6;2018;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
305000.0;36.5;1;0;3;4;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;39.6
540000.0;48.0;2;0;3;6;2002;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;10.8
15500.0;35.0;1;0;0;4;2005;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.4
720000.0;58.7;3;0;2;3;1992;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;8.5
490000.0;40.37;2;0;1;6;2016;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.0
799000.0;78.9;3;0;1;3;2007;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
280254.0;35.93;2;1;0;1;2022;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;38.6
327990.0;25.27;1;0;3;11;1962;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.7
1949000.0;109.02;4;0;6;6;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.4
435000.0;39.3;1;0;4;4;1999;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.2
1380000.0;107.0;4;0;1;4;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
537000.0;64.6;3;0;7;7;1982;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;18.0
798000.0;73.0;2;0;6;6;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.7
1148855.0;130.5;5;1;7;8;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;8.8
957475.0;111.8;5;1;1;8;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;8.8
690000.0;65.0;2;0;1;3;1997;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;10.1
980000.0;100.0;4;0;4;4;2015;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;24.4
470000.0;104.38;5;1;1;2;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;35.4
535000.0;47.0;3;0;1;4;1974;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;10.8
1285000.0;110.0;3;0;1;2;2000;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;8.7
460000.0;26.3;1;0;4;6;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.4
645000.0;54.0;3;0;4;4;2017;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.8
562500.0;45.0;3;0;4;4;1960;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.8
1395000.0;100.0;5;0;5;5;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;13.0
380000.0;44.4;2;0;1;7;2001;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;17.9
360000.0;48.24;3;1;0;2;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;35.4
525000.0;45.0;2;0;3;3;1962;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.1
785000.0;44.1;2;0;8;8;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.0
609000.0;52.5;2;0;1;3;1995;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;8.0
1390000.0;93.3;3;0;2;4;2008;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.9
523000.0;46.5;2;0;6;10;1969;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5.3
598400.0;48.74;2;1;1;3;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.2
1280000.0;106.9;4;0;6;12;2000;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3.3
699000.0;75.0;4;1;0;1;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;16.9
550000.0;120.0;5;1;1;1;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;11.3
435000.0;37.2;2;0;9;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5.7
1300000.0;49.0;3;0;3;5;2008;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.2
397647.0;50.85;3;1;2;3;2023;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;20.3
225000.0;33.92;1;0;0;3;2018;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;32.9
599000.0;50.0;3;0;3;3;1960;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.6
450000.0;45.0;2;0;8;15;1979;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;9.8
529000.0;45.5;2;0;2;3;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;17.9
487000.0;35.03;2;0;1;4;1966;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;4.7
1160000.0;67.8;3;0;7;8;2014;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.0
745000.0;64.0;3;0;2;10;1973;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6.2
760000.0;45.57;2;0;0;4;1913;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.2
770000.0;54.5;2;0;11;16;2006;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
850226.0;44.43;2;0;8;22;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.3
935000.0;52.0;2;0;2;3;1919;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.1
590000.0;64.0;3;1;6;11;1990;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;9.1
300000.0;19.0;1;0;3;3;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.7
1145000.0;74.0;3;0;7;7;1997;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.6
1075000.0;83.0;3;0;3;4;2007;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.6
479000.0;41.5;2;0;2;10;1974;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;16.0
649000.0;56.04;3;0;2;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;15.2
850000.0;57.0;2;0;7;7;2004;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.9
718900.0;79.0;3;1;1;3;2022;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;23.6
713900.0;53.0;3;0;2;2;2015;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;12.6
475000.0;37.8;2;0;0;10;1968;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;3.2
619000.0;54.0;3;0;3;3;1960;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;5.2
898000.0;130.26;5;0;1;2;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.1
1065000.0;71.0;3;0;1;5;1928;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.8
495050.0;40.13;2;1;3;5;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.5
965000.0;78.0;3;0;1;12;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.1
449000.0;38.0;2;0;8;10;1974;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6.8
1127258.0;53.74;2;1;9;10;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.7
460000.0;40.4;2;0;4;4;2015;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;16.3
699000.0;52.0;3;0;1;4;1966;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.3
482000.0;41.0;2;0;4;6;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;8.1
445000.0;83.8;4;0;4;4;1980;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;41.8
409900.0;42.2;2;0;4;4;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.7
1190000.0;110.2;5;0;6;7;1977;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;10.3
720000.0;66.7;3;0;1;6;2011;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;14.0
650000.0;61.0;3;0;4;6;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;8.1
405000.0;54.29;3;1;0;1;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;20.8
1149000.0;104.0;4;0;4;4;2009;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;10.2
499000.0;40.0;2;0;2;6;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;8.1
450000.0;33.05;2;0;2;5;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;10.4
580000.0;118.13;5;1;0;1;2022;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;32.4
449000.0;41.5;2;0;6;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;7.9
1210000.0;68.0;3;0;0;3;2010;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.3
499000.0;46.0;2;0;3;9;1983;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;9.1
720000.0;78.8;4;0;3;3;1979;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.1
520000.0;35.0;2;0;2;3;1968;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.4
519000.0;40.0;2;0;4;4;1959;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.5
557000.0;57.5;3;1;4;4;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.8
1430000.0;91.0;4;0;0;4;2017;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.9
1700000.0;130.0;4;0;2;4;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;15.9
450000.0;49.0;2;0;6;11;2011;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;19.2
827000.0;87.5;5;1;3;3;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.8
634000.0;45.35;2;0;0;5;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;11.8
1899000.0;110.0;4;1;11;15;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
829000.0;67.0;3;0;4;5;2000;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;5.9
1599000.0;100.0;4;1;7;15;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
648800.0;47.6;3;0;1;3;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.3
614000.0;63.55;4;1;1;4;2022;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.8
1499000.0;93.0;4;0;4;8;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.9
1889000.0;105.33;4;1;1;8;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.3
599000.0;61.24;3;1;5;7;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;12.9
670000.0;63.4;3;0;4;4;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.1
1200000.0;92.89;4;1;3;4;1997;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;10.3
592000.0;57.0;3;0;3;10;1974;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;5.1
580000.0;59.3;3;1;1;4;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.8
559244.0;55.93;3;0;8;12;1977;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;7.3
644521.0;36.01;1;0;1;4;1954;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.7
614900.0;45.55;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;7.5
900000.0;57.0;3;0;5;6;1979;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.9
560000.0;51.0;3;0;3;4;1952;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.0
330000.0;29.36;1;0;0;3;2010;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;20.0
599000.0;48.0;3;0;1;3;1968;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.9
449000.0;42.5;2;0;8;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.8
847000.0;109.0;4;0;1;3;2012;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;18.1
640000.0;46.0;2;0;1;3;1960;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.3
629000.0;61.0;2;0;1;3;2011;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;17.9
633000.0;48.0;3;0;1;4;1956;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.4
1050000.0;52.69;2;0;3;3;2019;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;11.8
430000.0;38.0;2;0;2;3;1962;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.1
485000.0;44.0;2;0;9;12;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;8.8
615000.0;51.0;2;0;1;4;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5.3
330000.0;36.0;2;0;0;2;2000;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;23.0
530000.0;50.0;2;0;0;2;2016;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;17.9
749000.0;63.4;4;0;1;5;1979;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.5
539000.0;46.8;3;0;4;4;1972;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;6.7
275000.0;37.0;2;0;3;4;1968;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;39.4
559000.0;60.41;3;0;5;8;1983;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;12.8
699000.0;87.6;4;0;1;3;2008;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;20.8
815000.0;59.26;2;0;3;7;2009;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;14.1
829000.0;58.0;2;0;2;3;1952;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.1
729000.0;67.4;3;0;10;10;1979;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.5
695000.0;46.4;2;0;3;10;1964;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.3
999000.0;67.0;3;0;5;17;2018;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.5
515000.0;48.0;3;0;0;3;2020;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;14.9
470000.0;42.2;2;0;10;10;1974;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;6.9
990000.0;93.8;4;0;7;7;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.2
990000.0;93.8;4;0;7;7;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.2
473000.0;36.4;2;0;0;3;1962;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;5.7
769000.0;71.79;3;0;1;5;2015;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8.2
509000.0;46.0;3;0;8;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;11.8
940000.0;66.9;3;0;2;7;2000;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.9
365000.0;37.9;2;0;0;10;1970;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;13.9
588120.0;45.24;2;0;7;8;2021;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.7
818400.0;66.0;3;0;7;8;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.7
549000.0;54.3;3;0;2;15;1978;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9.0
949000.0;116.4;5;0;3;5;1999;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;10.0
467000.0;49.0;2;0;3;3;1972;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;13.7
779000.0;73.0;4;0;11;11;1990;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;11.1
990000.0;93.8;4;0;7;7;1995;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.4
489000.0;53.5;3;0;2;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;12.7
869237.0;110.59;5;1;2;2;2022;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;16.6
918000.0;83.28;4;0;1;10;1975;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;13.0
750000.0;48.39;2;0;2;4;2015;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;10.5
1899000.0;110.0;4;0;11;15;2020;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
1499000.0;93.0;4;0;4;8;2021;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.5
450000.0;36.5;2;0;3;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.4
550000.0;57.0;3;0;0;15;1982;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;9.9
480000.0;35.0;2;0;0;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.4
675000.0;56.66;2;0;1;6;1957;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;3.1
649000.0;48.0;3;0;1;4;1970;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6.3
520000.0;46.1;3;0;8;10;1969;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;5.3
434000.0;37.0;2;0;10;10;1965;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;14.8
499000.0;48.5;3;0;2;4;1974;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;11.3
419000.0;33.4;1;0;0;4;1899;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.6
