Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_plomba;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;API_Google_Distance
290000.0;56.9;3;0;4;4.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7.9
285000.0;34.38;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
322000.0;57.0;3;0;7;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12.5
280000.0;45.0;2;0;2;2.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;3.3
315000.0;39.25;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
315000.0;52.0;3;0;7;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.8
122000.0;34.07;2;0;0;2.0;1951.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;21.5
549480.0;61.74;3;0;2;17.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.1
530000.0;73.0;3;0;3;7.0;1950.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1.7
799000.0;136.0;5;1;0;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;12.9
375830.0;53.96;3;1;2;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
378140.0;54.02;3;1;1;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
377650.0;53.95;3;1;2;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
375830.0;53.96;3;1;2;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
375830.0;53.96;3;1;1;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
375830.0;53.96;3;1;1;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
354348.0;52.11;3;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
293978.0;41.26;2;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
354960.0;52.2;3;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
365568.0;53.76;3;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
369563.0;54.75;3;1;4;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
222439.0;29.56;1;1;3;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
372938.0;55.25;3;1;3;5.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.9
800660.0;84.28;4;1;1;3.0;2019.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.2
370000.0;42.0;2;1;2;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.4
295000.0;48.65;2;0;8;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.8
435000.0;79.0;3;0;1;1.0;1930.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;9.7
269000.0;49.0;2;0;2;2.0;1990.0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16.2
320000.0;64.65;3;0;1;4.0;1984.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;14.3
275000.0;59.28;3;0;4;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8.7
348000.0;48.0;2;0;4;5.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1.5
538250.0;43.06;2;0;7;11.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1.4
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
297000.0;39.0;2;0;3;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8.4
299000.0;30.0;1;1;3;3.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.8
415000.0;55.0;3;0;8;23.0;1968.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.9
289000.0;50.6;2;0;4;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12.5
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
245000.0;50.0;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;20.9
471000.0;50.96;3;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
433000.0;46.87;3;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
369000.0;37.35;2;1;7;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
364000.0;35.9;2;1;4;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
377000.0;32.67;2;1;6;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
353000.0;30.87;2;1;3;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
299000.0;25.92;1;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.4
250000.0;38.0;3;0;1;4.0;1990.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6.6
215000.0;51.39;3;0;2;4.0;1971.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;12.9
257000.0;45.0;3;0;8;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;8.0
355000.0;59.6;2;0;1;2.0;1940.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;7.3
309000.0;69.27;3;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.8
299000.0;50.6;2;0;11;18.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;5.4
400000.0;60.0;3;0;5;11.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;4.0
749000.0;78.0;2;0;2;4.0;2010.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2.5
460000.0;64.0;3;1;0;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;24.7
475000.0;68.15;4;0;3;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4.1
499000.0;64.5;3;0;2;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.9
412370.0;74.99;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;18.7
520000.0;78.02;3;0;0;1.0;2017.0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;15.0
318337.0;57.89;3;1;0;1.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;18.7
325000.0;47.0;2;0;7;15.0;1972.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2.2
689000.0;65.01;3;0;4;5.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;6.7
209000.0;46.25;2;0;3;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;11.2
329000.0;62.6;3;0;0;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.0
275000.0;68.08;2;0;3;4.0;1919.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;16.0
209000.0;37.0;1;0;2;3.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2.4
350000.0;60.8;3;0;2;4.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;26.7
239000.0;37.2;2;0;5;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8.7
320000.0;60.09;3;0;3;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;11.6
199000.0;36.7;2;0;1;4.0;1980.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;13.7
608652.0;69.96;3;1;0;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
661740.0;80.7;4;1;0;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
280300.0;31.15;1;1;2;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
539000.0;65.75;3;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
659685.0;77.61;4;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
374100.0;43.0;2;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
418000.0;47.0;2;1;2;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
581950.0;56.5;3;1;4;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1.4
578550.0;66.5;3;1;2;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1.4
552500.0;65.0;3;1;5;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1.4
614650.0;64.7;3;1;3;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0.0
595500.0;54.14;3;1;7;7.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1.4
429000.0;69.0;3;0;2;4.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;16.9
362000.0;55.72;2;1;4;4.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.7
450000.0;75.9;4;0;10;11.0;1984.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;26.1
230000.0;49.0;2;0;11;14.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;9.4
199000.0;39.0;1;0;1;1.0;1960.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;27.4
379000.0;105.0;3;0;1;1.0;1966.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;27.4
330000.0;31.0;1;1;1;2.0;2021.0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;20.2
249000.0;44.0;2;0;0;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3.5
225000.0;53.4;3;0;4;4.0;1970.0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;8.7
449000.0;70.55;4;1;3;7.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.1
599000.0;65.0;2;0;1;4.0;2009.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;14.7
553320.0;61.48;3;1;11;16.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.7
620508.0;69.72;4;1;4;16.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.7
459000.0;48.5;2;0;0;3.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;5.8
540000.0;69.32;3;0;1;3.0;2017.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;11.0
725208.0;82.41;4;1;1;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
392140.0;56.5;3;1;5;6.0;2023.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.5
496400.0;76.0;4;1;4;6.0;2023.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.5
514800.0;79.2;4;1;3;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.7
400463.0;60.22;3;1;3;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11.7
207000.0;38.9;2;0;1;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.4
299000.0;54.0;2;0;3;3.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;10.3
319000.0;54.7;3;0;4;13.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.8
375000.0;62.0;3;0;2;4.0;1984.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;16.6
345200.0;102.4;3;0;3;4.0;1975.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;12.1
204500.0;55.2;2;0;2;4.0;1975.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;12.1
289000.0;53.0;2;0;4;4.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3.9
194100.0;61.0;2;0;0;4.0;1975.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;12.1
252100.0;81.0;2;0;0;4.0;1975.0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;12.1
359000.0;61.0;3;0;2;3.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;22.4
439000.0;83.82;4;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;22.2
279000.0;56.49;2;0;0;3.0;1968.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;22.4
161900.0;36.08;2;0;0;4.0;1937.0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;6.4
169000.0;32.0;1;1;3;3.0;1940.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;23.0
325000.0;44.0;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7.3
309000.0;48.65;2;0;3;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;10.9
289000.0;54.0;2;0;3;3.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.4
315000.0;63.0;3;0;4;11.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;22.4
239000.0;28.0;1;0;10;13.0;1979.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5.4
208000.0;49.7;3;0;3;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;11.3
495000.0;58.98;2;0;2;3.0;2010.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;5.5
673650.0;74.85;4;1;3;3.0;2019.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;20.2
229999.0;44.35;2;0;0;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;24.7
285000.0;62.0;3;0;2;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;22.8
185000.0;58.0;1;0;1;1.0;1936.0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;14.5
459800.0;63.59;3;0;4;8.0;1983.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;6.6
539000.0;100.47;5;0;3;3.0;1919.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.0
414500.0;64.28;3;0;0;3.0;2014.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;10.9
279000.0;47.7;3;0;1;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.1
295000.0;51.7;2;0;0;2.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.6
270000.0;48.0;3;0;1;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7.9
189000.0;38.0;2;0;3;3.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;9.8
335000.0;43.1;2;0;5;7.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1.1
349000.0;57.0;4;0;5;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3.9
394900.0;60.0;3;0;2;4.0;1977.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;7.3
359000.0;56.09;2;0;4;4.0;1905.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;10.2
369000.0;56.0;3;0;4;4.0;2011.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8.1
208000.0;32.01;1;0;4;4.0;1905.0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;10.2
247000.0;47.0;3;0;0;5.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;24.7
195000.0;55.0;2;0;1;4.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;13.4
210000.0;42.8;2;0;5;10.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;5.4
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
430660.0;70.6;4;1;1;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;7.3
299000.0;51.2;2;0;8;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;7.9
230000.0;47.62;3;0;8;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;7.9
382166.0;42.94;2;1;2;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
409450.0;43.1;2;1;5;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
405365.0;42.67;2;1;5;6.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;4.2
415000.0;75.31;4;1;0;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;28.7
449000.0;88.85;4;1;1;1.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;28.7
697000.0;160.0;5;0;1;1.0;1920.0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;2.2
345000.0;69.0;4;0;9;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.2
389000.0;73.12;4;0;1;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;8.4
360000.0;50.0;2;0;2;7.0;2007.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;3.5
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
524700.0;53.0;3;0;0;3.0;2014.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;8.4
149000.0;30.5;1;0;4;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;11.2
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
550000.0;122.07;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.5
259000.0;61.0;3;0;1;4.0;1983.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;19.3
264000.0;60.02;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.8
249000.0;53.0;2;0;3;3.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;17.1
519040.0;80.0;4;1;0;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;12.6
345800.0;53.2;3;1;2;3.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;7.3
359000.0;79.0;2;0;4;4.0;1905.0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;10.2
345800.0;53.2;3;1;1;3.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;7.3
261600.0;32.7;2;1;1;3.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;7.3
260800.0;32.6;2;1;2;3.0;2022.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;7.3
699000.0;67.13;3;0;7;11.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0.0
330000.0;56.0;2;0;1;3.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;25.7
370000.0;39.0;2;0;5;10.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;10.0
415700.0;51.91;3;1;1;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
359000.0;65.0;3;0;1;4.0;1983.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.2
270000.0;47.0;3;0;2;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;15.5
363000.0;63.0;3;0;3;9.0;1983.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;6.8
599000.0;83.92;4;0;2;3.0;2010.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;13.1
195000.0;46.2;2;0;4;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;14.6
299000.0;34.0;1;0;0;2.0;2018.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;9.7
139500.0;36.08;2;0;0;3.0;1938.0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;2.5
293228.81;29.03;2;0;4;5.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
389000.0;70.54;4;0;0;2.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;20.1
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
315000.0;39.25;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
350000.0;50.0;2;0;0;2.0;1992.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;11.9
569900.0;71.3;3;0;2;4.0;1900.0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0.9
305500.0;46.0;2;0;9;10.0;1965.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;22.4
199000.0;44.0;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;20.4
140000.0;30.0;1;0;1;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;16.2
363112.0;36.2;2;1;2;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
473431.0;51.0;3;1;2;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
333222.0;28.9;1;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
483111.0;52.5;3;1;1;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
387022.0;38.0;2;1;4;13.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;2.5
290000.0;49.1;2;0;6;13.0;1971.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;5.4
498368.0;78.0;4;1;0;4.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;12.6
516180.0;75.0;4;1;5;6.0;2023.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.5
618950.0;95.0;5;1;4;6.0;2023.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;5.5
449000.0;75.0;3;1;1;3.0;2021.0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;20.2
257000.0;52.0;2;0;5;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;14.0
195000.0;51.6;2;0;0;4.0;1950.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;7.9
289000.0;56.9;3;0;4;4.0;1982.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;9.2
225000.0;45.3;2;0;0;3.0;1930.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;7.9
375000.0;60.0;3;0;11;24.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1.4
275000.0;48.0;2;0;5;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;4.9
520000.0;70.0;3;0;0;3.0;2017.0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;10.6
329000.0;36.93;2;1;4;10.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3.1
190000.0;37.9;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;10.2
315000.0;39.25;2;1;0;2.0;2023.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
531000.0;67.15;4;1;1;2.0;2022.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
607000.0;74.01;4;1;2;2.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;9.2
214000.0;44.78;2;0;11;11.0;1981.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;10.1
270000.0;38.0;2;0;3;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;7.6
314656.94;28.95;1;1;4;4.0;2020.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0.9
215000.0;38.0;2;0;2;10.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;9.9
272123.56;30.22;1;1;1;5.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;6.7
450000.0;62.2;3;0;0;4.0;2000.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4.7
355000.0;63.0;3;0;2;7.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;10.9
489000.0;62.0;3;0;2;3.0;2013.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;21.4
