Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Rok budowy;Liczba pięter;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
301070.0;35.0;2;1;1;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
152000.0;36.4;1;0;2;1930;2;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;3.4
550000.0;82.1;3;0;1;2016;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;6.0
339000.0;53.0;3;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.2
360000.0;53.0;3;0;0;1968;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;36.8
369000.0;53.02;3;1;2;2021;2;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;5.8
240000.0;38.0;1;0;0;1965;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
309800.0;38.04;1;1;1;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
389000.0;53.18;3;1;2;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
185000.0;37.85;2;0;4;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;12.7
354600.0;50.45;6;1;6;2021;6;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
570000.0;62.06;3;0;2;2017;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.0
520000.0;64.02;4;0;5;1980;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
340000.0;52.62;3;0;0;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.6
839000.0;110.0;4;0;0;1989;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.8
359000.0;57.29;3;0;0;1976;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;7.5
230000.0;36.7;2;0;4;1975;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.8
599000.0;64.0;3;1;3;2018;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
420000.0;53.0;3;0;2;1982;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
396150.0;41.7;2;0;1;2010;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
429000.0;61.6;3;0;2;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.5
260000.0;38.0;1;0;1;1960;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3.1
597000.0;67.9;3;0;5;2018;16;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.6
385000.0;52.9;3;0;3;1980;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;2.6
379000.0;55.9;2;0;1;2003;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
339000.0;53.7;3;0;4;1975;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.0
740000.0;110.0;5;0;4;1996;8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
341330.0;37.06;2;1;0;2022;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;210.0
490000.0;92.2;3;0;2;1905;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.5
304800.0;69.29;2;0;3;1896;3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1.9
326032.0;39.76;2;1;5;2021;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.1
699000.0;84.0;5;0;3;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.3
280000.0;34.76;2;1;1;2021;5;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;112.0
217880.0;33.52;2;1;1;2022;3;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;36.8
339000.0;46.86;3;0;3;1970;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.6
382950.0;51.06;2;1;0;2020;2;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;12.6
409500.0;45.0;2;1;1;2021;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
620000.0;60.4;2;0;4;2017;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.9
397000.0;51.0;3;0;2;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.8
620000.0;60.32;2;0;4;2017;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
480000.0;57.8;2;0;1;2009;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
290000.0;48.01;2;0;1;1980;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.5
310000.0;41.5;2;0;8;1965;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
306000.0;50.14;2;0;4;1990;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
590000.0;106.0;4;0;1;1937;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;7.5
275000.0;58.0;3;0;4;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;16.4
455000.0;47.35;2;0;0;2021;6;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.6
209168.0;30.76;2;1;1;2021;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;7.4
175000.0;25.85;1;0;1;1880;4;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;53.9
399000.0;84.39;3;0;3;1920;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.7
497600.0;57.0;4;1;7;2021;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
438900.0;51.05;3;1;8;2021;8;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
343690.0;35.0;2;1;7;2021;7;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
299000.0;38.75;2;1;2;2022;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;4.5
449900.0;59.27;3;1;3;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
332000.0;44.88;2;0;4;1980;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.3
393100.0;50.86;3;1;1;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
391600.0;51.31;3;1;2;2021;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
369000.0;57.29;3;0;4;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
340000.0;49.16;2;0;8;1983;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.4
620000.0;60.4;2;0;4;2017;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;11.7
420000.0;64.0;3;0;5;1981;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.5
465000.0;62.0;3;0;0;1987;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
340000.0;49.0;2;0;8;1982;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.4
340000.0;52.0;2;0;9;1975;11;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;5.8
340000.0;52.97;3;0;0;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;5.9
385000.0;56.47;3;0;1;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.5
550000.0;68.0;3;0;2;2015;5;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
660000.0;95.31;5;0;2;1992;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;6.3
355000.0;44.71;2;0;8;2012;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.3
360000.0;45.0;2;0;9;1975;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;10.4
540000.0;72.5;2;0;3;1905;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
695000.0;102.6;3;0;4;2012;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
452200.0;60.38;4;1;1;2022;6;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
385000.0;55.69;3;0;0;1970;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
395000.0;63.0;3;0;2;1985;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
164862.0;23.22;1;1;1;2021;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;7.4
267784.0;39.38;2;1;1;2021;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;7.4
374000.0;61.87;3;0;0;1988;11;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;4.9
344000.0;43.83;3;0;3;1965;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.3
385000.0;41.6;2;0;4;2009;9;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.8
185000.0;28.75;1;0;3;1952;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
357000.0;52.0;3;0;2;1972;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
254900.0;38.0;2;0;7;1975;11;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;36.8
329000.0;50.2;2;0;1;1985;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.4
125000.0;19.0;1;0;2;1930;2;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;5.8
299000.0;45.0;2;0;0;1920;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;4.7
464902.0;51.0;3;1;8;2021;8;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
369700.0;35.04;2;1;7;2021;7;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
356000.0;60.84;3;0;1;1992;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;12.1
199000.0;38.14;2;0;3;1905;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;5.8
400000.0;87.0;2;0;1;1898;4;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.1
435000.0;85.17;3;0;2;1912;4;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.5
429000.0;64.0;4;0;2;1976;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.5
327000.0;45.0;2;0;0;1973;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
185000.0;28.75;1;0;3;1952;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
460000.0;61.9;1;0;1;1903;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
295000.0;42.03;2;0;3;1975;11;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;53.9
369777.0;51.87;3;0;4;1966;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
250000.0;43.1;2;0;4;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;12.4
304000.0;45.0;2;0;2;1973;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
280000.0;47.5;3;0;5;1969;11;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;6.7
195000.0;24.24;1;0;0;1955;3;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.2
350000.0;53.0;3;0;4;1983;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.4
400000.0;62.0;3;0;2;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.5
589000.0;140.0;4;0;4;1930;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
223000.0;37.48;2;0;0;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;36.8
187000.0;28.4;1;0;4;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
230000.0;29.5;1;0;2;1955;2;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
142000.0;24.57;1;0;1;1920;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;7.5
166000.0;17.71;1;0;4;1960;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
225000.0;36.0;2;0;3;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
477777.0;93.0;3;0;2;1910;3;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2.5
252000.0;35.91;2;0;1;1940;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
389000.0;47.86;2;0;4;1989;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
345000.0;60.0;3;0;0;1976;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;5.5
298000.0;38.0;2;0;2;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
250000.0;38.0;2;0;3;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.8
336000.0;57.0;3;0;8;1975;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;36.8
344000.0;43.83;3;0;3;1965;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
290000.0;45.0;2;0;1;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
385000.0;56.47;3;0;1;1979;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.6
275000.0;37.0;2;0;4;1959;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.0
415000.0;60.0;3;0;3;1986;3;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.4
370000.0;59.0;3;0;11;1979;23;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1.6
324800.0;46.0;2;0;7;2013;8;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.1
320000.0;48.0;3;0;3;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.9
198000.0;63.3;3;0;0;2005;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;12.1
299000.0;42.98;2;0;3;1973;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
320000.0;37.0;2;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.7
298000.0;38.0;2;0;3;1980;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.8
348000.0;45.3;2;0;2;1962;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8
379500.0;63.0;3;0;4;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;6.7
148674.0;20.94;1;1;0;2021;2;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;7.4
216000.0;48.17;3;0;4;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;39.1
399000.0;58.15;3;0;2;1960;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;13.5
355000.0;52.01;3;0;1;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.6
325000.0;54.66;3;0;5;1975;11;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;4.8
830000.0;92.23;4;1;3;2018;4;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;4.6
849000.0;97.55;4;1;2;2018;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.0
325000.0;45.0;2;0;1;1968;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;4.3
370000.0;52.0;3;0;1;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.2
399000.0;82.93;4;0;0;1940;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;7.3
417000.0;61.0;3;0;4;1988;8;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
295000.0;42.0;1;0;3;1890;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.7
417000.0;61.0;3;0;4;1984;7;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10.4
436700.0;58.59;4;1;1;2022;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.8
325000.0;47.22;3;0;0;1974;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
257000.0;40.0;2;0;4;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.2
269000.0;50.5;2;0;3;1918;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
579836.0;85.27;4;1;3;2015;4;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.5
619000.0;68.94;3;0;3;2016;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1.8
310000.0;64.3;2;0;0;1937;3;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2.5
330000.0;50.07;2;0;2;1984;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;7.8
345000.0;53.0;3;0;6;1970;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;4.8
310000.0;54.81;2;0;1;1960;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3.0
265000.0;42.0;2;0;1;2020;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;16.4
309000.0;63.0;3;0;4;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;12.1
409500.0;45.01;2;1;1;2021;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
370000.0;52.0;3;0;1;1960;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
285000.0;45.0;2;0;4;1974;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.8
370000.0;52.0;3;0;1;1982;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.5
370000.0;52.0;3;0;1;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4.2
475200.0;68.0;3;0;4;2001;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
263000.0;45.0;2;0;3;1972;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;36.8
239000.0;28.0;1;0;0;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;7.8
265000.0;38.0;2;0;2;1973;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;7.8
392000.0;62.0;3;0;3;1978;23;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1.6
242000.0;37.87;2;0;4;1971;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;53.9
271800.0;31.4;2;1;4;2021;4;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;2.5
615000.0;76.5;3;0;1;2000;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
318000.0;45.0;2;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4.3
270000.0;51.0;2;0;0;1940;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.9
750000.0;99.6;3;0;2;2021;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;53.9
299000.0;53.94;2;0;3;2005;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;12.1
740000.0;87.45;3;0;1;2007;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.7
425000.0;62.0;3;0;0;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.5
299000.0;37.0;2;0;0;1979;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2.6
269000.0;42.35;2;0;0;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.2
279000.0;31.0;2;0;6;1973;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;5.9
239900.0;28.0;2;0;8;1970;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.4
650000.0;123.0;3;0;3;2000;3;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
270000.0;37.5;2;0;3;1968;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
512500.0;82.5;4;0;1;2020;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.6
500000.0;60.6;2;0;2;2012;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
485000.0;92.0;3;0;2;1908;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
460000.0;61.9;2;0;1;1903;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
695000.0;102.6;3;0;4;2012;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;36.8
495000.0;51.0;2;0;5;2012;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
305000.0;42.42;2;0;0;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.9
285000.0;37.0;2;0;4;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;8.2
139000.0;20.0;1;0;0;2010;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6.8
135000.0;20.0;1;0;1;2010;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6.8
220000.0;33.0;2;0;1;2015;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6.8
129000.0;18.0;1;0;1;2015;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;6.8
329000.0;48.0;2;0;1;2015;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;6.8
29000.0;54.0;2;0;3;30;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1.5
342000.0;53.0;3;0;4;1980;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;5.9
210000.0;38.6;2;0;2;1915;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.8
319000.0;45.1;2;0;1;1969;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.8
499000.0;75.76;4;0;4;1978;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.5
288000.0;45.0;2;0;4;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;36.8
520000.0;75.03;3;0;1;2009;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
510000.0;95.0;4;0;1;1951;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;7.5
787000.0;69.03;3;0;5;2019;6;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;6.7
495000.0;51.79;1;0;1;1900;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;2.5
311000.0;45.0;2;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
409500.0;45.01;2;1;1;2021;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;3.6
255000.0;38.3;2;0;8;1979;11;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;4.9
578000.0;64.3;3;0;0;2009;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
217000.0;33.11;1;0;6;1975;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;5.8
193500.0;27.3;1;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
289900.0;45.76;2;0;3;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
272000.0;36.25;2;0;4;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
265000.0;37.64;2;0;2;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;5.8
329000.0;43.5;2;0;3;1985;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.4
315000.0;45.1;2;0;1;1970;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;7.8
349000.0;48.0;3;0;4;1975;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;7.8
269000.0;36.68;2;0;4;1959;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
285000.0;43.19;2;0;7;1980;10;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;7.8
240000.0;30.0;1;0;0;1905;3;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;2.6
319000.0;36.5;1;0;2;1960;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.5
220000.0;34.0;1;0;9;1980;11;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;5.8
228000.0;25.5;1;0;2;1940;4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;36.8
290000.0;40.56;2;0;1;1940;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;53.9
240000.0;51.0;2;0;4;1950;4;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2.6
315000.0;53.0;2;0;0;1930;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.5
