Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_loft;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;Forma własności_udział;API_Google_Distance
314000.0;49.96;2;1;0;7.0;2020.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.2
385000.0;43.2;2;0;3;4.0;2013.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4.6
408136.0;60.02;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.7
330000.0;46.0;3;0;4;4.0;1968.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1.2
470000.0;52.3;3;0;0;2.0;2015.0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;7.7
262000.0;31.5;1;0;9;11.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.2
382500.0;58.5;3;0;4;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
620000.0;74.25;4;0;3;3.0;2018.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
409872.0;110.4;4;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;5.8
315187.0;51.67;2;1;2;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
349000.0;37.63;2;0;4;4.0;2006.0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1.2
429000.0;35.67;2;0;0;5.0;2015.0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.7
649000.0;70.0;3;0;2;3.0;2008.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
350000.0;48.0;2;0;3;3.0;1998.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1.2
312615.0;30.99;1;1;3;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
259505.0;36.55;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
438834.0;66.49;3;1;3;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
329910.0;47.13;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
395784.0;57.36;3;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
269220.0;38.46;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
528840.0;88.14;4;1;3;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
349774.0;57.34;3;1;2;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
392291.0;66.49;3;1;1;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
297472.0;46.48;3;1;1;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
394440.0;65.74;3;1;2;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
437000.0;73.11;3;1;1;1.0;2020.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.0
359000.0;57.0;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;31.3
329000.0;63.0;3;1;1;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
339000.0;57.0;3;1;0;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
359000.0;56.77;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
359000.0;56.77;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
340000.0;49.0;4;0;4;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.9
375000.0;62.25;3;1;1;3.0;2021.0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;8.2
368000.0;56.0;3;1;1;2.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5.2
238975.0;39.5;2;1;1;7.0;2021.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.5
282433.0;47.87;3;1;2;7.0;2021.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;5.5
393885.0;87.53;4;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;6.8
359640.0;32.4;1;1;1;10.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
300000.0;41.0;2;1;0;3.0;2020.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;6.1
350984.0;48.08;3;1;0;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
394450.0;56.35;3;1;2;7.0;2023.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.8
421190.0;60.17;3;1;1;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
408136.0;60.02;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.7
393924.0;57.93;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.7
470440.8;53.52;3;1;3;7.0;2023.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4.3
343570.0;43.0;2;1;2;7.0;2023.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4.3
342930.8;42.92;2;1;2;7.0;2023.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4.3
324154.0;53.14;2;1;3;7.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
500723.5;109.79;4;1;1;2.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
407092.0;60.76;3;1;6;7.0;2022.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1.2
414760.0;62.84;3;1;6;6.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
497000.0;118.8;4;1;1;2.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
259505.0;36.55;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
438834.0;66.49;3;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
329910.0;47.13;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
395784.0;57.34;3;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
269220.0;38.46;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
235000.0;25.0;1;0;11;11.0;1985.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
609000.0;71.21;3;0;5;8.0;2011.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
519000.0;63.4;3;0;1;3.0;2008.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
290000.0;36.0;2;0;2;2.0;2010.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.0
299000.0;49.0;3;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1.2
449000.0;68.6;4;1;0;1.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.0
339000.0;42.1;2;0;4;4.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
369000.0;47.7;2;0;0;4.0;1988.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
584035.0;68.71;3;1;6;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
419000.0;85.0;5;0;8;10.0;1988.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.2
625000.0;66.0;3;0;5;11.0;2010.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.7
550000.0;97.3;5;0;3;3.0;2012.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.8
560000.0;74.34;4;0;3;3.0;2018.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;6.9
356302.0;50.06;3;1;1;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
259350.0;33.25;1;1;1;4.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.6
339000.0;61.62;3;1;1;1.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;8.1
360000.0;65.2;3;0;7;11.0;1971.0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;3.4
325000.0;37.1;2;0;6;8.0;1989.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
270385.0;31.81;2;0;4;8.0;2020.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
379905.0;39.99;2;1;7;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
310000.0;30.2;1;0;2;2.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
319000.0;43.0;2;0;1;4.0;1967.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2.0
299000.0;30.2;1;0;2;2.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2.6
409000.0;65.37;3;0;3;3.0;2008.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3.5
270000.0;42.31;2;1;3;4.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.5
520000.0;61.77;3;0;1;1.0;2017.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.8
365000.0;43.63;3;0;3;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
360000.0;44.0;2;0;0;3.0;2013.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7.4
501600.0;52.25;3;1;1;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
545680.0;68.21;3;1;2;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
575000.0;64.0;3;0;1;2.0;2012.0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;6.8
419000.0;61.5;4;0;3;4.0;1973.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.9
294872.0;50.84;3;1;3;6.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.8
340000.0;47.39;2;0;1;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.0
530000.0;85.39;4;0;3;3.0;2016.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.9
354000.0;50.5;2;0;4;4.0;1975.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
420000.0;55.98;3;0;0;3.0;1957.0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0.0
435000.0;63.0;3;0;1;3.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5.1
611030.0;62.35;3;1;8;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
495000.0;75.6;4;0;2;3.0;2008.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
353739.0;57.99;3;1;0;1.0;2021.0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1.2
269000.0;31.6;1;0;5;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.0
249000.0;30.0;1;0;3;4.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.0
469000.0;48.71;2;0;4;4.0;1957.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;3.0
311850.0;41.58;2;1;2;3.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.7
420900.0;61.0;4;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5.6
313350.0;41.78;2;1;0;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.7
319500.0;42.6;2;1;0;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.7
313088.0;48.92;3;1;0;4.0;2023.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.4
349980.0;58.33;3;1;4;4.0;2023.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.4
370530.0;53.7;3;1;0;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.3
407092.0;60.76;4;1;6;7.0;2023.0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;3.8
544350.0;57.3;3;1;1;8.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.1
278700.0;37.16;2;1;2;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;5.7
274056.0;36.06;2;1;0;4.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.6
430000.0;56.5;3;0;0;1.0;2020.0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;6.8
279450.0;37.26;3;1;1;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
420560.0;60.08;4;1;2;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
278175.0;37.09;2;1;3;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
599000.0;75.0;4;0;4;5.0;2018.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
350000.0;49.9;3;0;3;4.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2.9
469000.0;67.75;3;0;1;3.0;2000.0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5.1
349000.0;50.5;2;0;2;4.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.6
570000.0;72.0;4;0;5;7.0;2014.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
465000.0;67.23;3;0;1;17.0;2020.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
497000.0;59.0;3;0;3;4.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
469953.0;47.47;3;1;6;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
390000.0;47.6;2;0;2;4.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.1
380000.0;46.84;2;0;0;2.0;1925.0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
557625.0;89.22;4;1;5;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.6
379905.0;39.99;2;1;7;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
389000.0;58.0;3;0;3;4.0;1986.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1.2
575000.0;64.29;3;0;1;2.0;2012.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
305000.0;31.0;1;0;2;3.0;2011.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
265000.0;29.2;1;0;8;11.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.0
480000.0;119.71;5;1;1;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
279675.0;37.29;2;1;1;3.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
362200.0;58.8;4;1;3;4.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;7.4
301632.0;47.13;3;1;2;4.0;2022.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4.3
410000.0;66.42;4;1;1;3.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;6.6
586434.0;68.19;3;1;1;12.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;21.6
596410.0;62.78;4;1;2;8.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4.1
371640.0;65.2;3;1;1;1.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
359000.0;56.77;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
569000.0;66.79;3;0;2;3.0;2010.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.6
499000.0;56.0;2;0;3;4.0;1990.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.8
505000.0;73.93;4;0;1;4.0;1993.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.6
359000.0;57.0;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;31.3
339000.0;57.0;3;1;0;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
329000.0;63.0;3;1;1;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;31.3
359000.0;56.77;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
415000.0;58.8;3;0;2;4.0;1987.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1.2
325000.0;40.3;2;0;4;4.0;1977.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.5
329000.0;38.0;2;0;1;4.0;1960.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.0
419000.0;58.4;3;0;0;4.0;1961.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.2
408136.0;60.02;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.7
343625.0;54.98;3;1;3;5.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.6
500000.0;118.8;7;1;1;2.0;2022.0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;6.1
419000.0;58.4;3;0;0;4.0;1961.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2.5
371352.0;57.14;3;1;0;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.7
219481.0;35.83;2;1;1;7.0;2022.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.8
290517.79;47.87;3;1;2;7.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.8
362801.0;51.03;3;1;2;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
270000.0;42.58;2;1;3;4.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.5
460000.0;74.0;4;0;3;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1.2
239000.0;35.27;2;0;5;5.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2.5
312500.0;31.0;1;1;3;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
235336.0;25.58;1;1;3;8.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
279588.0;30.39;2;1;7;8.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
302900.0;46.6;3;1;1;4.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;4.9
379000.0;49.2;2;0;1;2.0;2010.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.6
393924.0;57.93;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;3.7
389000.0;63.65;4;0;1;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;4.2
280500.0;37.4;2;1;0;3.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;5.7
459000.0;43.33;2;0;0;4.0;2005.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
339000.0;56.8;4;0;3;4.0;1970.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2.1
306999.0;48.73;3;1;2;4.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.4
288347.0;47.27;2;1;1;3.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
502341.0;62.95;4;1;1;8.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
365000.0;53.6;3;0;3;10.0;1978.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3.0
429000.0;50.0;2;0;1;4.0;2004.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.1
279675.0;37.29;2;1;1;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;6.6
459000.0;73.1;4;0;1;6.0;1993.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;37.3
351478.0;49.34;3;1;1;3.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.5
329000.0;34.46;2;0;1;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5.6
489000.0;75.15;4;0;2;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1.2
497000.0;118.8;4;1;1;2.0;2022.0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;6.1
278700.0;37.16;2;1;2;3.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
306999.0;48.73;3;1;3;4.0;2021.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;4.3
315420.0;52.57;3;1;0;4.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.2
358950.0;58.3;3;1;0;4.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;7.4
386385.0;54.55;3;1;1;3.0;2021.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
403625.0;51.03;3;1;3;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
398522.0;51.03;3;1;1;3.0;2022.0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.7
259000.0;33.8;2;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
415000.0;47.0;3;0;3;4.0;1967.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.2
280000.0;44.96;2;1;3;4.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;7.5
359000.0;56.77;3;1;0;1.0;2022.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;12.5
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
359000.0;56.77;3;1;0;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;21.6
312192.0;43.36;2;1;0;4.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;5.6
484820.0;76.2;4;1;1;1.0;2022.0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1.2
408000.0;67.0;3;0;11;10.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1.2
459000.0;65.0;3;0;2;2.0;2010.0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1.2
380930.0;54.55;3;1;2;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
346544.0;49.34;3;1;1;4.0;2021.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;3.4
364500.0;60.75;4;1;3;4.0;2021.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;6.9
359000.0;42.0;2;0;0;3.0;2019.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;5.2
310000.0;45.19;2;0;7;8.0;2022.0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1.2
420000.0;72.76;4;0;4;5.0;2020.0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1.2
205000.0;19.0;1;0;4;4.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.0
349000.0;63.0;3;1;1;1.0;2021.0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;31.3
329000.0;63.0;3;1;1;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
339000.0;57.0;3;1;0;1.0;2021.0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;31.3
259000.0;30.5;2;0;4;10.0;1986.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1.2
265000.0;29.0;1;0;1;3.0;2007.0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;4.1
309000.0;44.8;2;0;2;4.0;1973.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.4
349000.0;50.55;2;0;2;4.0;1964.0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.6
235000.0;28.13;1;0;11;11.0;1980.0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.1
