Cena;Powierzchnia;Liczba pokoi;Rynek;Piętro;Liczba pięter;Rok budowy;Rodzaj zabudowy_apartamentowiec;Rodzaj zabudowy_blok;Rodzaj zabudowy_dom wolnostojący;Rodzaj zabudowy_kamienica;Rodzaj zabudowy_szeregowiec;Ogrzewanie_elektryczne;Ogrzewanie_gazowe;Ogrzewanie_inne;Ogrzewanie_kotłownia;Ogrzewanie_miejskie;Ogrzewanie_piece kaflowe;Stan wykończenia_do remontu;Stan wykończenia_do wykończenia;Forma własności_pełna własność;Forma własności_spółdzielcze wł z KW;Forma własności_spółdzielcze własnościowe;API_Google_Distance
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
330000.0;50.0;2;0;2;3;1965;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;34.7
269900.0;61.9;3;0;3;4;1985;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;21.6
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
459000.0;61.14;3;0;7;9;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;29.7
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
550000.0;129.0;6;0;1;2;1965;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;13.0
312000.0;50.7;2;0;4;4;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;21.6
545000.0;110.13;4;0;7;8;1988;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;36.0
275000.0;75.4;4;0;3;4;1930;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;21.8
235000.0;57.0;4;0;1;3;1970;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;21.2
189000.0;43.0;2;0;8;10;1970;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;24.1
219000.0;40.0;2;0;3;3;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;20.8
285000.0;34.38;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
198000.0;44.0;2;0;4;4;1968;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;13.0
410000.0;81.0;3;0;0;2;1965;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;13.0
260000.0;67.05;3;0;2;3;1970;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;539.0
259000.0;61.0;3;0;1;4;1983;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;38.0
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
367000.0;45.98;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
336226.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
330000.0;52.9;2;0;11;18;1979;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;27.0
249000.0;45.0;2;0;3;4;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.5
542000.0;70.1;4;0;2;4;1986;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;27.1
512000.0;64.0;3;1;1;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
230000.0;33.0;1;0;3;6;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;25.6
137000.0;38.0;2;0;3;4;1978;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;38.4
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
295000.0;55.9;3;0;4;4;1978;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;8.5
437000.0;58.68;4;1;4;4;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
378000.0;53.53;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
353000.0;50.33;3;1;1;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
301000.0;39.94;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
284000.0;37.17;2;1;1;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
259000.0;33.2;2;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
205000.0;25.2;1;1;5;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
190000.0;48.9;2;0;3;10;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;37.9
430355.0;70.55;3;1;0;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;45.0
209000.0;52.0;2;0;2;4;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;27.0
184000.0;46.0;2;0;3;4;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;26.8
539000.0;80.0;4;1;1;1;2021;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;31.8
400150.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
290000.0;53.12;3;1;4;4;1977;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;24.1
550000.0;92.0;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1.2
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
292842.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
392147.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
315000.0;59.23;3;0;4;4;1988;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;23.5
160000.0;37.0;1;0;2;4;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;15.2
291033.0;38.62;2;1;4;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
276235.0;40.34;2;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
319174.0;44.58;2;1;4;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
549480.0;61.7;3;0;1;17;2021;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;27.0
259748.0;33.23;1;1;4;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
352055.0;48.57;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
350000.0;47.99;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
363585.0;54.22;4;1;1;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
367110.0;53.55;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
286149.0;37.57;2;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
365000.0;77.4;4;0;3;3;1900;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;12.0
405000.0;81.4;3;0;0;4;2005;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2.6
409000.0;77.49;5;1;1;1;2021;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;24.8
295000.0;60.0;3;0;3;14;1976;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;23.6
610000.0;89.0;4;1;0;1;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;31.3
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
206000.0;37.5;2;0;8;10;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;19.4
194000.0;30.29;2;1;0;3;2021;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;50.4
340000.0;74.0;4;0;0;4;1982;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;21.9
495000.0;55.0;3;0;2;3;1960;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1.6
189000.0;34.0;2;0;0;11;1970;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3.7
327600.0;44.6;3;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
219800.0;27.66;1;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
351500.0;49.0;3;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
399380.0;56.45;4;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
429500.0;57.66;4;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
436500.0;57.63;3;1;5;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
410600.0;54.21;3;1;5;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
332552.0;42.91;2;1;5;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
249000.0;55.7;3;0;10;10;1978;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;37.9
352000.0;50.35;2;1;1;3;2022;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;28.5
336226.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
475000.0;120.02;4;0;3;3;1950;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;13.6
249000.0;47.5;2;0;1;2;1965;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;3.7
559000.0;51.0;2;0;0;3;2017;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;32.3
249000.0;32.26;1;0;5;10;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10.2
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
485000.0;55.0;2;0;3;3;2011;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;36.0
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
237921.0;45.61;2;1;2;4;2021;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.8
404481.0;67.29;4;1;1;3;2020;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;28.6
285000.0;90.0;4;0;3;3;1900;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;12.3
219000.0;50.0;2;0;2;10;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;21.9
209000.0;49.74;2;0;3;4;1982;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;17.8
250000.0;43.0;2;0;11;11;1970;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2.4
479954.0;76.5;3;1;2;3;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;21.8
325659.0;48.0;2;1;0;3;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;21.8
239400.0;68.4;3;0;1;2;1960;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;19.9
189900.0;31.01;2;0;0;10;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;13.0
255000.0;42.7;2;0;9;10;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;34.9
179000.0;49.0;2;0;0;2;1960;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;19.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
249000.0;41.0;2;0;2;2;1930;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;12.4
450000.0;63.0;4;0;2;4;1974;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;35.3
649000.0;73.84;3;0;0;1;2018;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;31.3
159000.0;45.0;3;0;3;3;1964;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;30.1
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
292842.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
260000.0;46.0;2;0;2;2;1930;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;11.0
428180.0;54.2;3;1;1;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
140000.0;39.1;1;0;2;2;1960;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;21.1
195000.0;46.2;2;0;4;10;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;19.4
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
189000.0;43.0;2;0;8;10;1980;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;28.1
417462.0;50.91;3;1;6;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
253287.0;31.27;1;1;1;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
388800.0;48.0;3;1;1;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
230000.0;49.0;2;0;11;14;1978;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;23.6
289915.6;35.12;2;1;5;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;27.0
225000.0;55.26;3;0;3;4;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;27.1
200000.0;48.4;2;0;3;3;1960;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;22.1
279000.0;58.44;3;0;3;4;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;23.5
140000.0;28.0;1;0;2;4;1930;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;24.9
240989.0;27.86;1;1;4;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
387360.0;48.42;2;1;4;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;27.0
289000.0;49.0;2;0;5;10;1980;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;29.7
195000.0;57.28;2;0;2;2;1960;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;23.5
350313.0;47.97;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
286061.0;37.44;2;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
410212.0;54.28;3;1;4;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
280000.0;44.0;2;0;0;2;1976;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;35.8
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
636000.0;74.01;4;1;2;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
603440.0;76.53;4;1;2;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
412148.0;54.23;3;1;3;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
382402.0;47.92;2;1;5;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
329080.0;43.3;2;1;2;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
274832.0;35.28;2;1;4;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
250000.0;32.08;1;1;5;6;2023;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
392147.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
172000.0;18.31;1;1;4;7;2020;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
187000.0;19.91;1;1;2;7;2020;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
169000.0;17.93;1;1;2;7;2020;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
165000.0;17.38;1;1;2;7;2020;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0.0
336000.0;64.01;3;0;4;4;1991;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;42.8
185000.0;32.7;1;0;8;10;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;37.9
399000.0;60.01;3;0;4;4;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;29.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
270000.0;73.0;4;0;4;4;1979;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;26.8
636000.0;74.01;4;1;2;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
240000.0;47.61;2;0;4;4;1975;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;28.7
485000.0;117.85;8;0;1;2;1960;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;50.0
307554.0;39.43;2;1;5;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
328050.0;48.6;3;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
316163.0;44.53;2;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
385200.0;53.5;3;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
371565.0;53.85;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
285775.0;40.25;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
256932.0;32.94;1;1;7;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1.2
158000.0;37.6;2;0;2;4;1975;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;22.1
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
336226.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
279000.0;53.0;3;0;2;4;1978;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;36.7
349000.0;63.25;3;0;1;4;1983;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;24.1
409000.0;50.0;2;0;3;3;2012;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;22.7
275000.0;48.0;2;0;0;4;1983;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7.1
295000.0;60.5;3;0;1;5;1990;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;20.9
550000.0;88.51;3;0;2;3;1925;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;2.1
330000.0;36.0;2;0;5;13;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;27.0
378000.0;67.9;3;0;11;11;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;4.8
195000.0;46.0;2;0;4;10;1976;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;19.4
202000.0;36.0;1;0;2;4;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;15.0
465000.0;62.48;3;1;6;11;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
378946.0;56.58;4;1;1;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
408153.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
337321.0;48.99;3;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
289715.0;41.37;2;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
314534.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
273945.0;38.6;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
200000.0;96.44;5;0;1;2;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;21.3
200000.0;96.44;5;0;1;2;1920;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;21.3
267290.0;37.17;2;1;3;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
257654.0;35.83;2;1;6;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
325000.0;39.25;2;1;0;2;2023;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
578000.0;76.05;4;1;0;2;2022;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
636000.0;74.01;4;1;2;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
415700.0;51.91;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;36.9
346000.0;55.0;3;0;3;10;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;6.4
243800.0;51.7;2;0;2;2;1970;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;34.2
243139.0;32.95;2;1;2;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;2.1
426088.0;81.95;2;0;1;4;1903;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0.0
384144.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
292842.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
392147.0;80.03;4;1;1;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
426335.24;67.79;3;1;2;3;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;21.8
530258.5;76.48;3;1;0;3;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;21.8
363442.6;50.94;2;1;0;3;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;21.8
380000.0;38.74;2;0;3;3;2017;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;36.7
195000.0;46.2;2;0;4;10;1970;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;21.8
535000.0;92.8;4;0;2;3;2013;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;23.9
495000.0;61.01;3;0;7;10;2005;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0.0
379000.0;105.0;3;1;1;1;1966;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;31.3
210000.0;50.0;2;0;11;14;1983;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;24.4
310000.0;66.0;3;0;8;10;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;23.9
361585.0;54.0;3;1;1;7;2021;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
284349.0;40.26;2;1;1;7;2021;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
180000.0;45.0;2;0;3;4;1975;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;14.8
618950.0;95.0;5;1;4;6;2023;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;26.3
390845.0;60.13;3;1;2;5;2021;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;6.5
390845.0;60.13;3;1;2;5;2021;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;6.5
599000.0;105.0;4;0;3;4;2010;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.5
396000.0;60.0;2;0;1;25;1989;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;27.1
243832.0;42.04;3;1;1;4;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;14.6
145000.0;35.0;1;0;1;2;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;39.3
145000.0;35.0;1;0;2;2;1980;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;39.3
345000.0;48.0;3;1;1;2;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;38.0
311344.0;53.68;3;1;1;4;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;14.6
292842.0;54.23;3;1;0;2;2022;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;25.7
391964.0;67.58;4;1;1;6;2021;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;14.6
490000.0;127.85;5;1;0;1;2021;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;28.0
276330.0;40.3;2;1;0;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
319400.0;44.53;2;1;4;7;2022;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4.8
